hhid,sectiono1,sectiono3,sectiono4,sectiono5
657,pigs,no,,
657,chickens,yes,4,320
657,ducks/geese,no,,
657,beehives,no,,
657,other,no,,
658,calves,no,,
658,bulls,no,,
658,oxen,yes,1,4000
658,heifer,yes,1,2000
658,cows,no,,
658,young bulls,yes,1,1100
658,sheep,no,,
658,goats,no,,
658,horses,no,,
658,donkeys,yes,1,1300
658,mules,no,,
658,camels,no,,
658,pigs,no,,
658,chickens,yes,2,140
658,ducks/geese,no,,
658,beehives,no,,
658,other,no,,
659,calves,no,,
659,bulls,no,,
659,oxen,yes,1,5000
659,heifer,no,,
659,cows,no,,
659,young bulls,no,,
659,sheep,yes,2,1500
659,goats,no,,
659,horses,no,,
659,donkeys,no,,
659,mules,no,,
659,camels,no,,
659,pigs,no,,
659,chickens,no,,
659,ducks/geese,no,,
659,beehives,no,,
659,other,no,,
660,calves,no,,
660,bulls,no,,
660,oxen,no,,
660,heifer,yes,1,5000
660,cows,no,,
660,young bulls,yes,1,4000
660,sheep,yes,6,7000
660,goats,no,,
660,horses,no,,
660,donkeys,no,,
660,mules,no,,
660,camels,no,,
660,pigs,no,,
660,chickens,yes,6,400
660,ducks/geese,no,,
660,beehives,no,,
660,other,no,,
661,calves,no,,
661,bulls,no,,
661,oxen,yes,2,14000
661,heifer,no,,
661,cows,no,,
661,young bulls,yes,1,3000
661,sheep,yes,2,1400
661,goats,yes,2,1200
661,horses,no,,
661,donkeys,yes,1,700
661,mules,no,,
661,camels,no,,
661,pigs,no,,
661,chickens,yes,2,100
661,ducks/geese,no,,
661,beehives,yes,1,120
661,other,no,,
662,calves,yes,1,800
662,bulls,no,,
662,oxen,yes,2,11000
662,heifer,yes,2,4000
662,cows,yes,2,12000
662,young bulls,yes,2,6000
662,sheep,no,,
662,goats,yes,9,5400
662,horses,no,,
662,donkeys,yes,2,2000
662,mules,no,,
662,camels,no,,
662,pigs,no,,
662,chickens,yes,5,300
662,ducks/geese,no,,
662,beehives,yes,2,400
662,other,no,,
663,calves,no,,
663,bulls,no,,
663,oxen,yes,2,8000
663,heifer,yes,1,3000
663,cows,no,,
663,young bulls,no,,
663,sheep,no,,
663,goats,yes,2,600
663,horses,no,,
663,donkeys,yes,1,1000
663,mules,no,,
663,camels,no,,
663,pigs,no,,
663,chickens,yes,3,150
663,ducks/geese,no,,
663,beehives,no,,
663,other,no,,
664,calves,no,,
664,bulls,no,,
664,oxen,yes,1,3200
664,heifer,no,,
664,cows,no,,
664,young bulls,no,,
664,sheep,no,,
664,goats,no,,
664,horses,no,,
664,donkeys,no,,
664,mules,no,,
664,camels,no,,
664,pigs,no,,
664,chickens,yes,2,165
664,ducks/geese,no,,
664,beehives,no,,
664,other,no,,
665,calves,yes,1,1000
665,bulls,no,,
665,oxen,no,,
665,heifer,no,,
665,cows,yes,1,4000
665,young bulls,no,,
665,sheep,yes,1,700
665,goats,no,,
665,horses,no,,
665,donkeys,no,,
665,mules,no,,
665,camels,no,,
665,pigs,no,,
665,chickens,no,,
665,ducks/geese,no,,
665,beehives,no,,
665,other,no,,
666,calves,yes,1,1500
666,bulls,no,,
666,oxen,yes,1,4500
666,heifer,no,,
666,cows,yes,1,4000
666,young bulls,no,,
666,sheep,yes,2,1600
666,goats,no,,
666,horses,no,,
666,donkeys,no,,
666,mules,no,,
666,camels,no,,
666,pigs,no,,
666,chickens,yes,1,50
666,ducks/geese,no,,
666,beehives,no,,
666,other,no,,
667,calves,yes,1,800
667,bulls,no,,
667,oxen,yes,2,15000
667,heifer,no,,
667,cows,yes,1,6000
667,young bulls,no,,
667,sheep,no,,
667,goats,yes,1,800
667,horses,no,,
667,donkeys,yes,1,1000
667,mules,no,,
667,camels,no,,
667,pigs,no,,
667,chickens,yes,2,120
667,ducks/geese,no,,
667,beehives,yes,1,700
667,other,no,,
668,calves,no,,
668,bulls,no,,
668,oxen,yes,1,8000
668,heifer,no,,
668,cows,no,,
668,young bulls,no,,
668,sheep,no,,
668,goats,no,,
668,horses,no,,
668,donkeys,no,,
668,mules,no,,
668,camels,no,,
668,pigs,no,,
668,chickens,yes,5,250
668,ducks/geese,no,,
668,beehives,no,,
668,other,no,,
669,calves,yes,1,900
669,bulls,no,,
669,oxen,yes,1,5500
669,heifer,no,,
669,cows,yes,1,4000
669,young bulls,no,,
669,sheep,no,,
669,goats,no,,
669,horses,no,,
669,donkeys,yes,1,1000
669,mules,no,,
669,camels,no,,
669,pigs,no,,
669,chickens,no,,
669,ducks/geese,no,,
669,beehives,no,,
669,other,no,,
670,calves,no,,
670,bulls,no,,
670,oxen,yes,2,14000
670,heifer,no,,
670,cows,no,,
670,young bulls,no,,
670,sheep,no,,
670,goats,yes,7,5600
670,horses,no,,
670,donkeys,yes,1,1600
670,mules,no,,
670,camels,no,,
670,pigs,no,,
670,chickens,yes,3,150
670,ducks/geese,no,,
670,beehives,no,,
670,other,no,,
671,calves,yes,1,1000
671,bulls,no,,
671,oxen,yes,1,2100
671,heifer,no,,
671,cows,no,,
671,young bulls,no,,
671,sheep,yes,1,1200
671,goats,no,,
671,horses,no,,
671,donkeys,no,,
671,mules,no,,
671,camels,no,,
671,pigs,no,,
671,chickens,yes,1,80
671,ducks/geese,no,,
671,beehives,no,,
671,other,no,,
672,calves,no,,
672,bulls,no,,
672,oxen,yes,2,18000
672,heifer,no,,
672,cows,no,,
672,young bulls,no,,
672,sheep,no,,
672,goats,no,,
672,horses,no,,
672,donkeys,no,,
672,mules,no,,
672,camels,no,,
672,pigs,no,,
672,chickens,yes,2,80
672,ducks/geese,no,,
672,beehives,no,,
672,other,no,,
673,calves,yes,1,800
673,bulls,no,,
673,oxen,yes,1,8000
673,heifer,no,,
673,cows,yes,1,7000
673,young bulls,yes,1,2000
673,sheep,no,,
673,goats,no,,
673,horses,no,,
673,donkeys,yes,1,1000
673,mules,no,,
673,camels,no,,
673,pigs,no,,
673,chickens,yes,5,350
673,ducks/geese,no,,
673,beehives,no,,
673,other,no,,
674,calves,yes,2,600
674,bulls,no,,
674,oxen,yes,2,13000
674,heifer,no,,
674,cows,yes,1,6000
674,young bulls,no,,
674,sheep,yes,3,1500
674,goats,no,,
674,horses,no,,
674,donkeys,yes,1,1000
674,mules,no,,
674,camels,no,,
674,pigs,no,,
674,chickens,no,,
674,ducks/geese,no,,
674,beehives,no,,
674,other,no,,
675,calves,yes,1,700
675,bulls,no,,
675,oxen,yes,1,5000
675,heifer,no,,
675,cows,yes,1,4000
675,young bulls,no,,
675,sheep,yes,4,2400
675,goats,no,,
675,horses,no,,
675,donkeys,no,,
675,mules,no,,
675,camels,no,,
675,pigs,no,,
675,chickens,yes,1,70
675,ducks/geese,no,,
675,beehives,no,,
675,other,no,,
676,calves,yes,2,3000
676,bulls,no,,
676,oxen,yes,2,1600
676,heifer,yes,1,3000
676,cows,yes,2,12000
676,young bulls,no,,
676,sheep,yes,3,2400
676,goats,no,,
676,horses,no,,
676,donkeys,no,,
676,mules,yes,1,8000
676,camels,no,,
676,pigs,no,,
676,chickens,no,,
676,ducks/geese,no,,
676,beehives,no,,
676,other,no,,
677,calves,no,,
677,bulls,no,,
677,oxen,yes,2,15000
677,heifer,no,,
677,cows,no,,
677,young bulls,no,,
677,sheep,no,,
677,goats,no,,
677,horses,no,,
677,donkeys,yes,1,1200
677,mules,no,,
677,camels,no,,
677,pigs,no,,
677,chickens,yes,5,300
677,ducks/geese,no,,
677,beehives,no,,
677,other,no,,
678,calves,yes,1,1500
678,bulls,no,,
678,oxen,yes,2,10000
678,heifer,no,,
678,cows,yes,1,4500
678,young bulls,yes,1,2500
678,sheep,yes,3,3000
678,goats,no,,
678,horses,yes,1,3000
678,donkeys,yes,1,1000
678,mules,no,,
678,camels,no,,
678,pigs,no,,
678,chickens,yes,1,70
678,ducks/geese,no,,
678,beehives,no,,
678,other,no,,
679,calves,no,,
679,bulls,no,,
679,oxen,yes,2,11500
679,heifer,yes,1,2500
679,cows,yes,1,3500
679,young bulls,no,,
679,sheep,yes,3,2800
679,goats,no,,
679,horses,no,,
679,donkeys,yes,1,1000
679,mules,no,,
679,camels,no,,
679,pigs,no,,
679,chickens,yes,3,240
679,ducks/geese,no,,
679,beehives,no,,
679,other,no,,
680,calves,yes,1,2000
680,bulls,no,,
680,oxen,yes,1,15000
680,heifer,no,,
680,cows,no,,
680,young bulls,no,,
680,sheep,no,,
680,goats,no,,
680,horses,no,,
680,donkeys,yes,1,1800
680,mules,no,,
680,camels,no,,
680,pigs,no,,
680,chickens,yes,2,140
680,ducks/geese,no,,
680,beehives,no,,
680,other,no,,
681,calves,yes,1,900
681,bulls,no,,
681,oxen,yes,2,9000
681,heifer,no,,
681,cows,yes,1,5500
681,young bulls,no,,
681,sheep,yes,4,4000
681,goats,no,,
681,horses,no,,
681,donkeys,yes,1,1000
681,mules,yes,1,4000
681,camels,no,,
681,pigs,no,,
681,chickens,yes,3,210
681,ducks/geese,no,,
681,beehives,yes,2,400
681,other,no,,
682,calves,yes,1,1000
682,bulls,no,,
682,oxen,yes,1,6000
682,heifer,no,,
682,cows,yes,1,5000
682,young bulls,no,,
682,sheep,yes,2,2000
682,goats,no,,
682,horses,no,,
682,donkeys,yes,1,800
682,mules,no,,
682,camels,no,,
682,pigs,no,,
682,chickens,yes,2,150
682,ducks/geese,no,,
682,beehives,no,,
682,other,no,,
683,calves,no,,
683,bulls,no,,
683,oxen,yes,1,5000
683,heifer,no,,
683,cows,no,,
683,young bulls,no,,
683,sheep,no,,
683,goats,no,,
683,horses,no,,
683,donkeys,no,,
683,mules,no,,
683,camels,no,,
683,pigs,no,,
683,chickens,no,,
683,ducks/geese,no,,
683,beehives,no,,
683,other,no,,
684,calves,yes,1,1500
684,bulls,no,,
684,oxen,yes,2,1200
684,heifer,no,,
684,cows,yes,1,5000
684,young bulls,yes,1,3000
684,sheep,no,,
684,goats,no,,
684,horses,no,,
684,donkeys,yes,1,1200
684,mules,no,,
684,camels,no,,
684,pigs,no,,
684,chickens,yes,3,210
684,ducks/geese,no,,
684,beehives,no,,
684,other,no,,
685,calves,no,,
685,bulls,no,,
685,oxen,yes,1,6000
685,heifer,no,,
685,cows,no,,
685,young bulls,no,,
685,sheep,no,,
685,goats,no,,
685,horses,no,,
685,donkeys,no,,
685,mules,no,,
685,camels,no,,
685,pigs,no,,
685,chickens,yes,2,100
685,ducks/geese,no,,
685,beehives,no,,
685,other,no,,
686,calves,no,,
686,bulls,no,,
686,oxen,yes,1,5000
686,heifer,no,,
686,cows,no,,
686,young bulls,no,,
686,sheep,no,,
686,goats,no,,
686,horses,no,,
686,donkeys,no,,
686,mules,no,,
686,camels,no,,
686,pigs,no,,
686,chickens,yes,2,120
686,ducks/geese,no,,
686,beehives,no,,
686,other,no,,
687,calves,no,,
687,bulls,no,,
687,oxen,yes,1,6000
687,heifer,no,,
687,cows,no,,
687,young bulls,no,,
687,sheep,no,,
687,goats,no,,
687,horses,no,,
687,donkeys,no,,
687,mules,no,,
687,camels,no,,
687,pigs,no,,
687,chickens,yes,1,50
687,ducks/geese,no,,
687,beehives,no,,
687,other,no,,
688,calves,no,,
688,bulls,no,,
688,oxen,no,,
688,heifer,no,,
688,cows,no,,
688,young bulls,no,,
688,sheep,no,,
688,goats,no,,
688,horses,no,,
688,donkeys,no,,
688,mules,yes,1,4000
688,camels,no,,
688,pigs,no,,
688,chickens,no,,
688,ducks/geese,no,,
688,beehives,no,,
688,other,no,,
689,calves,no,,
689,bulls,no,,
689,oxen,yes,1,7000
689,heifer,yes,1,4000
689,cows,no,,
689,young bulls,no,,
689,sheep,yes,3,3000
689,goats,no,,
689,horses,no,,
689,donkeys,no,,
689,mules,no,,
689,camels,no,,
689,pigs,no,,
689,chickens,yes,2,100
689,ducks/geese,no,,
689,beehives,no,,
689,other,no,,
690,calves,no,,
690,bulls,no,,
690,oxen,yes,1,6000
690,heifer,no,,
690,cows,no,,
690,young bulls,no,,
690,sheep,no,,
690,goats,no,,
690,horses,no,,
690,donkeys,no,,
690,mules,no,,
690,camels,no,,
690,pigs,no,,
690,chickens,yes,2,100
690,ducks/geese,no,,
690,beehives,no,,
690,other,no,,
691,calves,yes,2,1200
691,bulls,no,,
691,oxen,yes,1,9000
691,heifer,no,,
691,cows,no,,
691,young bulls,no,,
691,sheep,yes,1,1000
691,goats,yes,1,700
691,horses,no,,
691,donkeys,yes,1,1300
691,mules,no,,
691,camels,no,,
691,pigs,no,,
691,chickens,yes,2,100
691,ducks/geese,no,,
691,beehives,no,,
691,other,no,,
692,calves,no,,
692,bulls,no,,
692,oxen,yes,2,1800
692,heifer,no,,
692,cows,yes,1,7000
692,young bulls,no,,
692,sheep,yes,1,1000
692,goats,no,,
692,horses,no,,
692,donkeys,yes,2,1500
692,mules,no,,
692,camels,no,,
692,pigs,no,,
692,chickens,yes,2,100
692,ducks/geese,no,,
692,beehives,no,,
692,other,no,,
693,calves,yes,1,1000
693,bulls,yes,1,2000
693,oxen,yes,2,10000
693,heifer,no,,
693,cows,yes,1,7000
693,young bulls,yes,1,3000
693,sheep,yes,4,2000
693,goats,no,,
693,horses,no,,
693,donkeys,yes,1,1000
693,mules,no,,
693,camels,no,,
693,pigs,no,,
693,chickens,yes,3,60
693,ducks/geese,no,,
693,beehives,no,,
693,other,no,,
694,calves,yes,1,1500
694,bulls,no,,
694,oxen,yes,2,9000
694,heifer,no,,
694,cows,no,,
694,young bulls,yes,2,6000
694,sheep,yes,2,1400
694,goats,no,,
694,horses,no,,
694,donkeys,yes,1,400
694,mules,no,,
694,camels,no,,
694,pigs,no,,
694,chickens,yes,3,120
694,ducks/geese,no,,
694,beehives,no,,
694,other,no,,
695,calves,yes,1,300
695,bulls,no,,
695,oxen,yes,1,4500
695,heifer,yes,1,1500
695,cows,yes,1,5000
695,young bulls,no,,
695,sheep,no,,
695,goats,no,,
695,horses,no,,
695,donkeys,no,,
695,mules,no,,
695,camels,no,,
695,pigs,no,,
695,chickens,no,,
695,ducks/geese,no,,
695,beehives,yes,4,1200
695,other,no,,
696,calves,yes,2,1000
696,bulls,no,,
696,oxen,yes,2,4000
696,heifer,no,,
696,cows,yes,1,6000
696,young bulls,no,,
696,sheep,yes,3,2400
696,goats,no,,
696,horses,yes,1,3000
696,donkeys,yes,1,1500
696,mules,no,,
696,camels,no,,
696,pigs,no,,
696,chickens,yes,3,90
696,ducks/geese,no,,
696,beehives,no,,
696,other,no,,
697,calves,yes,1,650
697,bulls,no,,
697,oxen,no,,
697,heifer,yes,1,3000
697,cows,yes,1,3000
697,young bulls,no,,
697,sheep,no,,
697,goats,no,,
697,horses,no,,
697,donkeys,no,,
697,mules,no,,
697,camels,no,,
697,pigs,no,,
697,chickens,no,,
697,ducks/geese,no,,
697,beehives,no,,
697,other,no,,
698,calves,no,,
698,bulls,no,,
698,oxen,no,,
698,heifer,no,,
698,cows,no,,
698,young bulls,no,,
698,sheep,no,,
698,goats,no,,
698,horses,no,,
698,donkeys,no,,
698,mules,no,,
698,camels,no,,
698,pigs,no,,
698,chickens,yes,4,200
698,ducks/geese,no,,
698,beehives,no,,
698,other,no,,
699,calves,yes,1,1300
699,bulls,yes,1,5500
699,oxen,yes,1,8000
699,heifer,no,,
699,cows,no,,
699,young bulls,no,,
699,sheep,yes,4,5200
699,goats,no,,
699,horses,no,,
699,donkeys,yes,1,1200
699,mules,no,,
699,camels,no,,
699,pigs,no,,
699,chickens,yes,5,200
699,ducks/geese,no,,
699,beehives,no,,
699,other,no,,
700,calves,no,,
700,bulls,no,,
700,oxen,yes,2,8000
700,heifer,no,,
700,cows,no,,
700,young bulls,no,,
700,sheep,no,,
700,goats,yes,2,1400
700,horses,no,,
700,donkeys,no,,
700,mules,no,,
700,camels,no,,
700,pigs,no,,
700,chickens,yes,4,240
700,ducks/geese,no,,
700,beehives,no,,
700,other,no,,
701,calves,yes,1,500
701,bulls,no,,
701,oxen,yes,2,10000
701,heifer,yes,1,2500
701,cows,yes,1,6000
701,young bulls,yes,1,2000
701,sheep,yes,2,1400
701,goats,no,,
701,horses,no,,
701,donkeys,yes,1,1000
701,mules,no,,
701,camels,no,,
701,pigs,no,,
701,chickens,yes,3,210
701,ducks/geese,no,,
701,beehives,no,,
701,other,no,,
702,calves,yes,1,1000
702,bulls,no,,
702,oxen,yes,1,4500
702,heifer,no,,
702,cows,yes,1,5000
702,young bulls,no,,
702,sheep,yes,2,2200
702,goats,no,,
702,horses,no,,
702,donkeys,yes,1,1000
702,mules,no,,
702,camels,no,,
702,pigs,no,,
702,chickens,yes,1,60
702,ducks/geese,no,,
702,beehives,no,,
702,other,no,,
703,calves,no,,
703,bulls,no,,
703,oxen,yes,2,7000
703,heifer,yes,1,6000
703,cows,no,,
703,young bulls,no,,
703,sheep,no,,
703,goats,yes,3,2100
703,horses,no,,
703,donkeys,yes,1,1200
703,mules,yes,1,7000
703,camels,no,,
703,pigs,no,,
703,chickens,yes,2,60
703,ducks/geese,no,,
703,beehives,yes,11,3300
703,other,no,,
704,calves,yes,1,1000
704,bulls,no,,
704,oxen,yes,2,10000
704,heifer,yes,2,4000
704,cows,yes,1,2500
704,young bulls,no,,
704,sheep,yes,4,2800
704,goats,no,,
704,horses,no,,
704,donkeys,yes,2,2000
704,mules,no,,
704,camels,no,,
704,pigs,no,,
704,chickens,yes,3,160
704,ducks/geese,no,,
704,beehives,yes,4,1200
704,other,no,,
705,calves,yes,1,2000
705,bulls,no,,
705,oxen,yes,1,6000
705,heifer,no,,
705,cows,yes,1,7000
705,young bulls,no,,
705,sheep,yes,2,2000
705,goats,no,,
705,horses,no,,
705,donkeys,no,,
705,mules,no,,
705,camels,no,,
705,pigs,no,,
705,chickens,yes,2,100
705,ducks/geese,no,,
705,beehives,no,,
705,other,no,,
706,calves,yes,2,1200
706,bulls,yes,2,10000
706,oxen,yes,2,12000
706,heifer,yes,1,6000
706,cows,yes,1,21000
706,young bulls,no,,
706,sheep,no,,
706,goats,no,,
706,horses,no,,
706,donkeys,yes,1,1500
706,mules,no,,
706,camels,no,,
706,pigs,no,,
706,chickens,yes,10,700
706,ducks/geese,no,,
706,beehives,yes,4,1800
706,other,no,,
707,calves,no,,
707,bulls,no,,
707,oxen,yes,2,15000
707,heifer,no,,
707,cows,no,,
707,young bulls,no,,
707,sheep,no,,
707,goats,no,,
707,horses,no,,
707,donkeys,yes,1,1600
707,mules,no,,
707,camels,no,,
707,pigs,no,,
707,chickens,no,,
707,ducks/geese,no,,
707,beehives,no,,
707,other,no,,
708,calves,yes,1,1000
708,bulls,no,,
708,oxen,yes,2,15000
708,heifer,no,,
708,cows,yes,1,7000
708,young bulls,no,,
708,sheep,yes,2,2000
708,goats,no,,
708,horses,no,,
708,donkeys,yes,1,1500
708,mules,no,,
708,camels,no,,
708,pigs,no,,
708,chickens,yes,4,190
708,ducks/geese,no,,
708,beehives,no,,
708,other,no,,
709,calves,no,,
709,bulls,no,,
709,oxen,yes,1,12000
709,heifer,no,,
709,cows,no,,
709,young bulls,no,,
709,sheep,no,,
709,goats,no,,
709,horses,no,,
709,donkeys,yes,1,1300
709,mules,no,,
709,camels,no,,
709,pigs,no,,
709,chickens,no,,
709,ducks/geese,no,,
709,beehives,no,,
709,other,no,,
710,calves,yes,1,1000
710,bulls,no,,
710,oxen,yes,2,13000
710,heifer,yes,1,5000
710,cows,yes,1,600
710,young bulls,no,,
710,sheep,no,,
710,goats,yes,1,1000
710,horses,no,,
710,donkeys,yes,1,1300
710,mules,no,,
710,camels,no,,
710,pigs,no,,
710,chickens,yes,3,100
710,ducks/geese,no,,
710,beehives,no,,
710,other,no,,
711,calves,yes,1,1000
711,bulls,no,,
711,oxen,yes,2,10000
711,heifer,yes,1,4000
711,cows,yes,1,7000
711,young bulls,no,,
711,sheep,yes,2,1900
711,goats,no,,
711,horses,no,,
711,donkeys,yes,1,2000
711,mules,no,,
711,camels,no,,
711,pigs,no,,
711,chickens,yes,7,240
711,ducks/geese,no,,
711,beehives,no,,
711,other,no,,
712,calves,no,,
712,bulls,no,,
712,oxen,yes,1,5000
712,heifer,no,,
712,cows,no,,
712,young bulls,no,,
712,sheep,yes,1,900
712,goats,no,,
712,horses,no,,
712,donkeys,yes,1,1500
712,mules,no,,
712,camels,no,,
712,pigs,no,,
712,chickens,no,,
712,ducks/geese,no,,
712,beehives,no,,
712,other,no,,
713,calves,no,,
713,bulls,no,,
713,oxen,yes,1,3000
713,heifer,no,,
713,cows,no,,
713,young bulls,no,,
713,sheep,no,,
713,goats,no,,
713,horses,no,,
713,donkeys,yes,1,1250
713,mules,no,,
713,camels,no,,
713,pigs,no,,
713,chickens,yes,1,60
713,ducks/geese,no,,
713,beehives,no,,
713,other,no,,
714,calves,yes,1,1200
714,bulls,no,,
714,oxen,yes,1,6000
714,heifer,yes,1,3000
714,cows,yes,2,15000
714,young bulls,no,,
714,sheep,no,,
714,goats,no,,
714,horses,no,,
714,donkeys,yes,1,1500
714,mules,no,,
714,camels,no,,
714,pigs,no,,
714,chickens,yes,1,60
714,ducks/geese,no,,
714,beehives,no,,
714,other,no,,
715,calves,yes,1,500
715,bulls,no,,
715,oxen,yes,2,1200
715,heifer,no,,
715,cows,yes,1,3000
715,young bulls,no,,
715,sheep,no,,
715,goats,no,,
715,horses,no,,
715,donkeys,yes,1,1250
715,mules,no,,
715,camels,no,,
715,pigs,no,,
715,chickens,yes,2,140
715,ducks/geese,no,,
715,beehives,no,,
715,other,no,,
716,calves,no,,
716,bulls,yes,1,4000
716,oxen,yes,1,6000
716,heifer,no,,
716,cows,no,,
716,young bulls,no,,
716,sheep,yes,2,2000
716,goats,no,,
716,horses,no,,
716,donkeys,no,,
716,mules,no,,
716,camels,no,,
716,pigs,no,,
716,chickens,yes,2,120
716,ducks/geese,no,,
716,beehives,no,,
716,other,no,,
717,calves,no,,
717,bulls,no,,
717,oxen,yes,1,6000
717,heifer,no,,
717,cows,yes,1,4000
717,young bulls,no,,
717,sheep,no,,
717,goats,no,,
717,horses,no,,
717,donkeys,no,,
717,mules,no,,
717,camels,no,,
717,pigs,no,,
717,chickens,yes,2,80
717,ducks/geese,no,,
717,beehives,no,,
717,other,no,,
718,calves,yes,2,6000
718,bulls,no,,
718,oxen,yes,2,10000
718,heifer,yes,1,2500
718,cows,yes,1,5000
718,young bulls,no,,
718,sheep,yes,2,2000
718,goats,no,,
718,horses,no,,
718,donkeys,yes,2,1480
718,mules,no,,
718,camels,no,,
718,pigs,no,,
718,chickens,yes,5,250
718,ducks/geese,no,,
718,beehives,no,,
718,other,no,,
719,calves,yes,1,1000
719,bulls,no,,
719,oxen,yes,1,8000
719,heifer,no,,
719,cows,no,,
719,young bulls,no,,
719,sheep,no,,
719,goats,no,,
719,horses,no,,
719,donkeys,yes,1,4500
719,mules,no,,
719,camels,no,,
719,pigs,no,,
719,chickens,yes,2,120
719,ducks/geese,no,,
719,beehives,no,,
719,other,no,,
720,calves,yes,1,2500
720,bulls,no,,
720,oxen,yes,1,6000
720,heifer,no,,
720,cows,yes,1,7000
720,young bulls,no,,
720,sheep,no,,
720,goats,yes,3,1900
720,horses,no,,
720,donkeys,yes,1,1200
720,mules,no,,
720,camels,no,,
720,pigs,no,,
720,chickens,yes,2,120
720,ducks/geese,no,,
720,beehives,no,,
720,other,no,,
721,calves,no,,
721,bulls,no,,
721,oxen,yes,1,6000
721,heifer,yes,1,5000
721,cows,no,,
721,young bulls,no,,
721,sheep,no,,
721,goats,yes,3,2100
721,horses,no,,
721,donkeys,yes,1,1400
721,mules,no,,
721,camels,no,,
721,pigs,no,,
721,chickens,yes,4,320
721,ducks/geese,no,,
721,beehives,no,,
721,other,no,,
722,calves,no,,
722,bulls,no,,
722,oxen,yes,2,12000
722,heifer,yes,1,4700
722,cows,no,,
722,young bulls,no,,
722,sheep,yes,3,2000
722,goats,no,,
722,horses,no,,
722,donkeys,yes,1,1275
722,mules,no,,
722,camels,no,,
722,pigs,no,,
722,chickens,yes,1,60
722,ducks/geese,no,,
722,beehives,no,,
722,other,no,,
723,calves,yes,1,1000
723,bulls,no,,
723,oxen,yes,2,10000
723,heifer,no,,
723,cows,no,,
723,young bulls,no,,
723,sheep,no,,
723,goats,yes,3,1800
723,horses,no,,
723,donkeys,yes,1,1200
723,mules,no,,
723,camels,no,,
723,pigs,no,,
723,chickens,yes,2,100
723,ducks/geese,no,,
723,beehives,no,,
723,other,no,,
724,calves,yes,1,1000
724,bulls,no,,
724,oxen,yes,2,16000
724,heifer,no,,
724,cows,yes,1,7500
724,young bulls,no,,
724,sheep,no,,
724,goats,yes,7,3500
724,horses,no,,
724,donkeys,yes,1,1500
724,mules,no,,
724,camels,no,,
724,pigs,no,,
724,chickens,yes,10,600
724,ducks/geese,no,,
724,beehives,no,,
724,other,no,,
725,calves,yes,1,2000
725,bulls,no,,
725,oxen,yes,1,10000
725,heifer,no,,
725,cows,yes,1,3000
725,young bulls,no,,
725,sheep,yes,2,2000
725,goats,no,,
725,horses,no,,
725,donkeys,no,,
725,mules,no,,
725,camels,no,,
725,pigs,no,,
725,chickens,yes,10,700
725,ducks/geese,no,,
725,beehives,yes,8,2400
725,other,no,,
726,calves,yes,1,1600
726,bulls,no,,
726,oxen,yes,2,15000
726,heifer,no,,
726,cows,yes,1,4000
726,young bulls,no,,
726,sheep,no,,
726,goats,yes,10,7000
726,horses,no,,
726,donkeys,yes,1,1000
726,mules,no,,
726,camels,no,,
726,pigs,no,,
726,chickens,yes,3,210
726,ducks/geese,no,,
726,beehives,no,,
726,other,no,,
727,calves,no,,
727,bulls,no,,
727,oxen,yes,2,10000
727,heifer,no,,
727,cows,yes,1,7000
727,young bulls,no,,
727,sheep,yes,3,2400
727,goats,no,,
727,horses,no,,
727,donkeys,yes,1,1200
727,mules,no,,
727,camels,no,,
727,pigs,no,,
727,chickens,yes,3,210
727,ducks/geese,no,,
727,beehives,no,,
727,other,no,,
728,calves,yes,2,2000
728,bulls,no,,
728,oxen,yes,2,12000
728,heifer,yes,2,12000
728,cows,yes,2,23000
728,young bulls,yes,1,4000
728,sheep,yes,3,2900
728,goats,no,,
728,horses,no,,
728,donkeys,yes,1,1500
728,mules,no,,
728,camels,no,,
728,pigs,no,,
728,chickens,yes,2,160
728,ducks/geese,no,,
728,beehives,no,,
728,other,no,,
729,calves,no,,
729,bulls,no,,
729,oxen,yes,2,14000
729,heifer,yes,1,4000
729,cows,yes,1,6000
729,young bulls,no,,
729,sheep,yes,4,6000
729,goats,no,,
729,horses,no,,
729,donkeys,yes,1,1500
729,mules,no,,
729,camels,no,,
729,pigs,no,,
729,chickens,no,,
729,ducks/geese,no,,
729,beehives,no,,
729,other,no,,
730,calves,no,,
730,bulls,no,,
730,oxen,yes,2,9000
730,heifer,no,,
730,cows,no,,
730,young bulls,yes,1,6000
730,sheep,yes,1,800
730,goats,no,,
730,horses,no,,
730,donkeys,yes,1,1000
730,mules,no,,
730,camels,no,,
730,pigs,no,,
730,chickens,yes,5,250
730,ducks/geese,no,,
730,beehives,no,,
730,other,no,,
731,calves,yes,1,500
731,bulls,no,,
731,oxen,yes,2,10000
731,heifer,no,,
731,cows,yes,1,5000
731,young bulls,no,,
731,sheep,no,,
731,goats,no,,
731,horses,no,,
731,donkeys,yes,1,1000
731,mules,no,,
731,camels,no,,
731,pigs,no,,
731,chickens,yes,3,150
731,ducks/geese,no,,
731,beehives,no,,
731,other,no,,
732,calves,no,,
732,bulls,no,,
732,oxen,yes,1,8000
732,heifer,yes,1,6000
732,cows,no,,
732,young bulls,no,,
732,sheep,no,,
732,goats,no,,
732,horses,no,,
732,donkeys,no,,
732,mules,no,,
732,camels,no,,
732,pigs,no,,
732,chickens,yes,10,500
732,ducks/geese,no,,
732,beehives,no,,
732,other,no,,
733,calves,no,,
733,bulls,no,,
