hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
470,lem-teuf,0,,,,0,,,,0,,,
470,teuf(infertile),0,,,,0,,,,0,,,
471,lem (fertile),4,4.5,timad,1.125,0,,,,0,,,
471,lem-teuf,2,3,timad,.5,0,,,,0,,,
471,teuf(infertile),0,,,,0,,,,0,,,
472,lem (fertile),5,6,timad,1.5,0,,,,4,10,timad,2.5
472,lem-teuf,0,,,,0,,,,0,,,
472,teuf(infertile),0,,,,0,,,,0,,,
473,lem (fertile),2,3,timad,.75,0,,,,0,,,
473,lem-teuf,0,,,,0,,,,1,1.5,timad,.375
473,teuf(infertile),0,,,,0,,,,0,,,
474,lem (fertile),2,4,timad,1,0,,,,2,3.5,timad,.875
474,lem-teuf,0,,,,0,,,,0,,,
474,teuf(infertile),0,,,,0,,,,0,,,
475,lem (fertile),0,,,,0,,,,3,3,timad,.75
475,lem-teuf,0,,,,0,,,,2,4,timad,1
475,teuf(infertile),0,,,,0,,,,0,,,
476,lem (fertile),1,1.5,timad,.375,0,,,,2,3,timad,.75
476,lem-teuf,0,,,,0,,,,0,,,
476,teuf(infertile),3,6,timad,1.5,0,,,,0,,,
477,lem (fertile),0,,,,0,,,,2,4,timad,1
477,lem-teuf,0,,,,0,,,,0,,,
477,teuf(infertile),0,,,,0,,,,4,8,timad,2
478,lem (fertile),1,1.4,timad,.34999999,0,,,,0,,,
478,lem-teuf,2,5.0999999,timad,1.275,0,,,,3,3,timad,.75
478,teuf(infertile),0,,,,0,,,,0,,,
479,lem (fertile),5,4.5,timad,1.125,0,,,,1,2,timad,.5
479,lem-teuf,2,4,timad,1,0,,,,0,,,
479,teuf(infertile),0,,,,0,,,,0,,,
480,lem (fertile),1,2,timad,.5,0,,,,0,,,
480,lem-teuf,0,,,,0,,,,0,,,
480,teuf(infertile),2,6,timad,1.5,0,,,,0,,,
481,lem (fertile),3,4,timad,1,0,,,,3,2,timad,.5
481,lem-teuf,0,,,,0,,,,0,,,
481,teuf(infertile),0,,,,0,,,,0,,,
482,lem (fertile),1,1,timad,.25,0,,,,3,3,timad,.75
482,lem-teuf,0,,,,0,,,,1,1,timad,.25
482,teuf(infertile),0,,,,0,,,,1,1,timad,.25
483,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
483,lem-teuf,0,,,,0,,,,0,,,
483,teuf(infertile),2,2.25,timad,.5625,0,,,,1,1,timad,.25
484,lem (fertile),1,1,timad,.25,0,,,,0,,,
484,lem-teuf,0,,,,0,,,,1,2,timad,.5
484,teuf(infertile),5,8.25,timad,2.0625,0,,,,0,,,
485,lem (fertile),3,6.75,timad,1.6875,0,,,,0,,,
485,lem-teuf,1,1.25,timad,.3125,0,,,,0,,,
485,teuf(infertile),2,3,timad,.75,0,,,,0,,,
486,lem (fertile),3,10,timad,2.5,0,,,,2,4,timad,1
486,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
486,teuf(infertile),0,,,,0,,,,0,,,
487,lem (fertile),3,4.5,timad,1.125,0,,,,0,,,
487,lem-teuf,0,,,,0,,,,0,,,
487,teuf(infertile),0,,,,0,,,,0,,,
488,lem (fertile),2,2.5,timad,.625,0,,,,0,,,
488,lem-teuf,2,10,timad,2.5,0,,,,0,,,
488,teuf(infertile),0,,,,0,,,,0,,,
489,lem (fertile),3,5.5,timad,1.375,0,,,,1,2,timad,.5
489,lem-teuf,0,,,,0,,,,0,,,
489,teuf(infertile),0,,,,0,,,,4,10,timad,2.5
490,lem (fertile),0,,,,0,,,,2,4.5,timad,1.125
490,lem-teuf,2,2.5,timad,.625,0,,,,2,3,timad,.75
490,teuf(infertile),0,,,,0,,,,0,,,
491,lem (fertile),3,2.25,timad,.5625,0,,,,0,,,
491,lem-teuf,3,3.5,timad,.875,0,,,,0,,,
491,teuf(infertile),0,,,,0,,,,0,,,
492,lem (fertile),0,,,,0,,,,2,2.75,timad,.6875
492,lem-teuf,1,2,timad,.5,0,,,,1,1,timad,.25
492,teuf(infertile),0,,,,0,,,,1,2.5,timad,.625
493,lem (fertile),2,1.5,timad,.375,0,,,,1,5,timad,1.25
493,lem-teuf,1,.5,timad,.125,0,,,,1,1,timad,.25
493,teuf(infertile),2,2.5,timad,.625,0,,,,0,,,
494,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
494,lem-teuf,1,2,timad,.5,0,,,,0,,,
494,teuf(infertile),1,1,timad,.25,0,,,,1,1,timad,.25
495,lem (fertile),2,2,timad,.5,0,,,,2,2.5,timad,.625
495,lem-teuf,1,1,timad,.25,0,,,,2,2,timad,.5
495,teuf(infertile),2,1.5,timad,.375,0,,,,0,,,
496,lem (fertile),3,3.5,timad,.875,0,,,,1,.5,timad,.125
496,lem-teuf,0,,,,0,,,,2,3,timad,.75
496,teuf(infertile),2,1,timad,.25,0,,,,1,1,timad,.25
497,lem (fertile),2,1,timad,.25,0,,,,1,.5,timad,.125
497,lem-teuf,1,1.5,timad,.375,0,,,,3,2.5,timad,.625
497,teuf(infertile),0,,,,0,,,,0,,,
498,lem (fertile),0,,,,0,,,,1,2,timad,.5
498,lem-teuf,0,,,,0,,,,1,.5,timad,.125
498,teuf(infertile),0,,,,0,,,,0,,,
499,lem (fertile),7,10.5,timad,2.625,0,,,,4,5.5,timad,1.375
499,lem-teuf,0,,,,0,,,,3,5.5,timad,1.375
499,teuf(infertile),1,2,timad,.5,0,,,,0,,,
500,lem (fertile),3,6,timad,1.5,0,,,,0,,,
500,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
500,teuf(infertile),0,,,,0,,,,0,,,
501,lem (fertile),2,4.5,timad,1.125,0,,,,0,,,
501,lem-teuf,2,.125,timad,.03125,0,,,,0,,,
501,teuf(infertile),1,.125,timad,.03125,0,,,,0,,,
502,lem (fertile),2,2.75,timad,.6875,0,,,,3,2.25,timad,.5625
502,lem-teuf,2,2.5,timad,.625,0,,,,1,1,timad,.25
502,teuf(infertile),1,1.5,timad,.375,0,,,,0,,,
503,lem (fertile),0,,,,0,,,,3,3,timad,.75
503,lem-teuf,0,,,,0,,,,1,2,timad,.5
503,teuf(infertile),0,,,,0,,,,0,,,
504,lem (fertile),1,1,timad,.25,0,,,,1,.5,timad,.125
504,lem-teuf,0,,,,0,,,,0,,,
504,teuf(infertile),0,,,,0,,,,1,1,timad,.25
505,lem (fertile),0,,,,0,,,,0,,,
505,lem-teuf,1,3,timad,.75,0,,,,1,.5,timad,.125
505,teuf(infertile),0,,,,0,,,,1,.5,timad,.125
506,lem (fertile),1,.25,timad,.0625,0,,,,2,2,timad,.5
506,lem-teuf,2,2.5,timad,.625,0,,,,1,1.5,timad,.375
506,teuf(infertile),0,,,,0,,,,0,,,
507,lem (fertile),1,1,timad,.25,0,,,,0,,,
507,lem-teuf,2,3.5,timad,.875,0,,,,0,,,
507,teuf(infertile),2,1,timad,.25,0,,,,1,1,timad,.25
508,lem (fertile),0,,,,0,,,,2,2.25,timad,.5625
508,lem-teuf,1,2,timad,.5,0,,,,1,3,timad,.75
508,teuf(infertile),2,2,timad,.5,0,,,,0,,,
509,lem (fertile),2,1.25,timad,.3125,0,,,,0,,,
509,lem-teuf,2,3.5,timad,.875,0,,,,1,3,timad,.75
509,teuf(infertile),1,1,timad,.25,0,,,,0,,,
510,lem (fertile),1,1,timad,.25,0,,,,0,,,
510,lem-teuf,1,2,timad,.5,0,,,,3,4.5,timad,1.125
510,teuf(infertile),0,,,,0,,,,0,,,
511,lem (fertile),6,6.75,timad,1.6875,0,,,,0,,,
511,lem-teuf,0,,,,0,,,,0,,,
511,teuf(infertile),1,2,timad,.5,0,,,,2,4,timad,1
512,lem (fertile),4,5.5,timad,1.3125,0,,,,4,6,timad,1.5
512,lem-teuf,0,,,,0,,,,0,,,
512,teuf(infertile),0,,,,0,,,,0,,,
513,lem (fertile),8,11.75,timad,2.9375,0,,,,2,4.5,timad,1.125
513,lem-teuf,0,,,,0,,,,1,3,timad,.75
513,teuf(infertile),0,,,,0,,,,1,1.5,timad,.375
514,lem (fertile),1,4,timad,1,0,,,,1,3,timad,.75
514,lem-teuf,1,2,timad,.5,0,,,,1,1.5,timad,.375
514,teuf(infertile),0,,,,0,,,,0,,,
515,lem (fertile),2,3,timad,.75,0,,,,6,9.5,timad,2.375
515,lem-teuf,0,,,,0,,,,2,5,timad,1.25
515,teuf(infertile),0,,,,0,,,,0,,,
516,lem (fertile),2,2,timad,.5,0,,,,4,5,timad,1.25
516,lem-teuf,2,7,timad,1.75,0,,,,1,1.25,timad,.3125
516,teuf(infertile),0,,,,0,,,,0,,,
517,lem (fertile),2,1.75,timad,.4375,0,,,,6,6.75,timad,1.6875
517,lem-teuf,0,,,,0,,,,1,1.5,timad,.375
517,teuf(infertile),0,,,,0,,,,1,1.5,timad,.375
518,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
518,lem-teuf,1,2,timad,.5,0,,,,1,1,timad,.25
518,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
519,lem (fertile),2,2,timad,.5,0,,,,0,,,
519,lem-teuf,4,4.5,timad,1.125,0,,,,2,2,timad,.5
519,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
520,lem (fertile),3,2.5,timad,.625,0,,,,0,,,
520,lem-teuf,2,2,timad,.5,0,,,,1,1,timad,.25
520,teuf(infertile),0,,,,0,,,,0,,,
641,lem (fertile),2,.75,kada,.1875,0,,,,1,2,kada,.5
641,lem-teuf,1,1.25,kada,.3125,0,,,,0,,,
641,teuf(infertile),0,,,,0,,,,0,,,
642,lem (fertile),1,.5,kada,.125,0,,,,0,,,
642,lem-teuf,3,4,kada,1,0,,,,0,,,
642,teuf(infertile),1,.5,kada,.125,0,,,,1,1,kada,.25
643,lem (fertile),0,,,,0,,,,0,,,
643,lem-teuf,1,1,kada,.25,0,,,,0,,,
643,teuf(infertile),1,1,kada,.25,0,,,,1,1,kada,.25
644,lem (fertile),1,1,kada,.25,0,,,,1,1,kada,.25
644,lem-teuf,3,3.5,kada,.875,0,,,,0,,,
644,teuf(infertile),1,1.5,kada,.375,0,,,,0,,,
645,lem (fertile),4,4.5,kada,1.125,1,.5,kada,.125,0,,,
645,lem-teuf,1,.25,kada,.0625,0,,,,0,,,
645,teuf(infertile),2,1,kada,.25,0,,,,0,,,
646,lem (fertile),3,4,kada,1,0,,,,1,3,kada,.75
646,lem-teuf,1,1,kada,.25,0,,,,0,,,
646,teuf(infertile),1,2,kada,.5,0,,,,0,,,
647,lem (fertile),0,,,,0,,,,0,,,
647,lem-teuf,3,3.25,kada,.8125,0,,,,2,.5,kada,.125
647,teuf(infertile),3,2,kada,.5,0,,,,1,.25,kada,.0625
648,lem (fertile),1,1,kada,.25,0,,,,2,1.75,kada,.4375
648,lem-teuf,1,1,kada,.25,0,,,,1,1,kada,.25
648,teuf(infertile),0,,,,0,,,,0,,,
649,lem (fertile),0,,,,0,,,,0,,,
649,lem-teuf,2,1.25,kada,.3125,0,,,,2,1.25,kada,.3125
649,teuf(infertile),2,.75,kada,.1875,0,,,,1,.5,kada,.125
650,lem (fertile),1,1,kada,.25,0,,,,0,,,
650,lem-teuf,3,2.5,kada,.625,0,,,,0,,,
650,teuf(infertile),1,.5,kada,.125,0,,,,0,,,
651,lem (fertile),2,3,kada,.75,0,,,,0,,,
651,lem-teuf,0,,,,0,,,,2,1.5,kada,.375
651,teuf(infertile),0,,,,0,,,,0,,,
652,lem (fertile),1,1,kada,.25,0,,,,0,,,
652,lem-teuf,2,1,kada,.25,0,,,,0,,,
652,teuf(infertile),1,2,kada,.5,0,,,,0,,,
653,lem (fertile),2,1.5,kada,.375,0,,,,1,1,kada,.25
653,lem-teuf,1,1,kada,.25,0,,,,1,1,kada,.25
653,teuf(infertile),0,,,,0,,,,0,,,
654,lem (fertile),1,2,kada,.5,0,,,,0,,,
654,lem-teuf,2,1,kada,.25,0,,,,2,2.5,kada,.625
654,teuf(infertile),0,,,,0,,,,1,.5,kada,.125
655,lem (fertile),2,1.5,kada,.375,0,,,,0,,,
655,lem-teuf,1,1,kada,.25,0,,,,1,2,kada,.5
655,teuf(infertile),1,1,kada,.25,0,,,,0,,,
656,lem (fertile),1,1,kada,.25,0,,,,0,,,
656,lem-teuf,2,2.5,kada,.625,0,,,,0,,,
656,teuf(infertile),1,2,kada,.5,0,,,,0,,,
657,lem (fertile),2,1.25,kada,.3125,0,,,,1,2,kada,.5
657,lem-teuf,0,,,,0,,,,1,2,kada,.5
657,teuf(infertile),0,,,,0,,,,0,,,
658,lem (fertile),1,.25,kada,.0625,0,,,,1,1,kada,.25
658,lem-teuf,3,.75,kada,.1875,0,,,,1,1,kada,.25
658,teuf(infertile),2,.75,kada,.1875,0,,,,0,,,
659,lem (fertile),2,2,kada,.5,0,,,,0,,,
659,lem-teuf,1,.5,kada,.125,1,.5,kada,.125,0,,,
659,teuf(infertile),3,2,kada,.5,0,,,,0,,,
660,lem (fertile),1,1,kada,.25,0,,,,0,,,
660,lem-teuf,1,1,kada,.25,0,,,,0,,,
660,teuf(infertile),0,,,,0,,,,0,,,
661,lem (fertile),0,,,,0,,,,0,,,
661,lem-teuf,3,2.25,kada,.5625,0,,,,0,,,
661,teuf(infertile),3,1.5,kada,.375,0,,,,4,4.5,kada,1.125
662,lem (fertile),2,1,kada,.25,0,,,,0,,,
662,lem-teuf,2,1.5,kada,.375,0,,,,1,1,kada,.25
662,teuf(infertile),1,1,kada,.25,0,,,,2,2,kada,.5
663,lem (fertile),2,2,kada,.5,0,,,,1,1,kada,.25
663,lem-teuf,2,1.5,kada,.375,0,,,,2,1.5,kada,.375
663,teuf(infertile),0,,,,0,,,,0,,,
664,lem (fertile),1,1,kada,.25,0,,,,0,,,
664,lem-teuf,1,1,kada,.25,0,,,,2,2.5,kada,.625
664,teuf(infertile),0,,,,0,,,,0,,,
665,lem (fertile),2,1,kada,.25,0,,,,0,,,
665,lem-teuf,0,,,,0,,,,0,,,
665,teuf(infertile),2,1.5,kada,.375,0,,,,0,,,
666,lem (fertile),2,.5,kada,.125,0,,,,0,,,
666,lem-teuf,2,1.25,kada,.3125,0,,,,1,1,kada,.25
666,teuf(infertile),2,2,kada,.5,0,,,,0,,,
667,lem (fertile),2,2,kada,.5,0,,,,1,1,kada,.25
667,lem-teuf,0,,,,0,,,,0,,,
667,teuf(infertile),1,.5,kada,.125,0,,,,1,1,kada,.25
668,lem (fertile),1,1,kada,.25,0,,,,0,,,
668,lem-teuf,1,1,kada,.25,0,,,,1,1,kada,.25
668,teuf(infertile),0,,,,0,,,,0,,,
669,lem (fertile),1,1,kada,.25,0,,,,0,,,
669,lem-teuf,2,1.125,kada,.28125,0,,,,0,,,
669,teuf(infertile),1,1.5,kada,.375,0,,,,0,,,
670,lem (fertile),1,.125,kada,.03125,0,,,,2,.75,kada,.1875
670,lem-teuf,1,.25,kada,.0625,0,,,,0,,,
670,teuf(infertile),5,2,kada,.5,0,,,,1,1,kada,.25
671,lem (fertile),0,,,,0,,,,0,,,
671,lem-teuf,3,4,kada,1,0,,,,0,,,
671,teuf(infertile),2,.5,kada,.125,0,,,,0,,,
672,lem (fertile),0,,,,0,,,,0,,,
672,lem-teuf,0,,,,0,,,,1,1,kada,.25
672,teuf(infertile),5,5.5,kada,1.375,1,1,kada,.25,1,.5,kada,.125
673,lem (fertile),0,,,,0,,,,0,,,
673,lem-teuf,5,3,kada,.75,0,,,,1,2,kada,.5
673,teuf(infertile),0,,,,0,,,,0,,,
674,lem (fertile),0,,,,0,,,,0,,,
674,lem-teuf,2,2.5,kada,.625,0,,,,1,2,kada,.5
674,teuf(infertile),2,2.75,kada,.6875,0,,,,1,1,kada,.25
675,lem (fertile),1,1,kada,.25,0,,,,0,,,
675,lem-teuf,2,2.75,kada,.6875,0,,,,0,,,
675,teuf(infertile),0,,,,0,,,,0,,,
676,lem (fertile),0,,,,0,,,,0,,,
676,lem-teuf,3,3,kada,.75,0,,,,1,2,kada,.5
676,teuf(infertile),2,2.5,kada,.625,0,,,,1,1.5,kada,.375
677,lem (fertile),2,1,kada,.25,0,,,,0,,,
677,lem-teuf,2,2,kada,.5,0,,,,1,2,kada,.5
677,teuf(infertile),2,1,kada,.25,0,,,,0,,,
678,lem (fertile),3,1.5,kada,.375,0,,,,0,,,
678,lem-teuf,0,,,,0,,,,0,,,
678,teuf(infertile),1,.125,kada,.03125,0,,,,2,1.5,kada,.375
679,lem (fertile),1,1,kada,.25,0,,,,4,5,kada,1.25
679,lem-teuf,0,,,,0,,,,1,1,kada,.25
679,teuf(infertile),0,,,,0,,,,0,,,
680,lem (fertile),3,1.25,kada,.3125,0,,,,1,1,kada,.25
680,lem-teuf,1,.25,kada,.0625,0,,,,1,1,kada,.25
680,teuf(infertile),0,,,,0,,,,0,,,
681,lem (fertile),1,3,kada,.75,0,,,,0,,,
681,lem-teuf,3,3.5,kada,.875,0,,,,0,,,
681,teuf(infertile),1,1.5,kada,.375,0,,,,0,,,
682,lem (fertile),1,.5,kada,.125,0,,,,2,.5,kada,.125
682,lem-teuf,2,1,kada,.25,0,,,,0,,,
682,teuf(infertile),0,,,,0,,,,1,1,kada,.25
683,lem (fertile),0,,,,0,,,,0,,,
683,lem-teuf,2,.5,kada,.125,0,,,,1,.25,kada,.0625
683,teuf(infertile),4,1,kada,.25,0,,,,0,,,
684,lem (fertile),0,,,,0,,,,0,,,
684,lem-teuf,3,1.5,kada,.375,0,,,,3,2.5,kada,.625
684,teuf(infertile),3,1.5,kada,.375,0,,,,0,,,
685,lem (fertile),0,,,,0,,,,0,,,
685,lem-teuf,3,3,kada,.75,0,,,,0,,,
685,teuf(infertile),3,1,kada,.25,0,,,,0,,,
686,lem (fertile),2,1.5,kada,.375,0,,,,0,,,
686,lem-teuf,2,1.5,kada,.375,0,,,,0,,,
686,teuf(infertile),1,1,kada,.25,0,,,,0,,,
687,lem (fertile),1,1.5,kada,.375,0,,,,1,1,kada,.25
687,lem-teuf,3,2.75,kada,.6875,0,,,,0,,,
687,teuf(infertile),1,.75,kada,.1875,0,,,,0,,,
688,lem (fertile),1,.25,kada,.0625,0,,,,1,1,kada,.25
688,lem-teuf,0,,,,0,,,,1,1,kada,.25
688,teuf(infertile),0,,,,0,,,,0,,,
689,lem (fertile),2,1.25,kada,.3125,0,,,,2,1.75,kada,.4375
689,lem-teuf,3,2,kada,.5,0,,,,0,,,
689,teuf(infertile),1,.125,kada,.03125,0,,,,0,,,
690,lem (fertile),0,,,,0,,,,0,,,
690,lem-teuf,1,.25,kada,.0625,0,,,,0,,,
690,teuf(infertile),5,2.5,kada,.0625,0,,,,0,,,
691,lem (fertile),0,,,,0,,,,1,1,kada,.25
691,lem-teuf,1,.5,kada,.125,0,,,,0,,,
691,teuf(infertile),3,1.25,kada,.3125,1,1,kada,.25,1,1.5,kada,.375
692,lem (fertile),2,4,kada,1,0,,,,0,,,
692,lem-teuf,1,1,kada,.25,3,3,kada,.75,1,1,kada,.25
692,teuf(infertile),0,,,,0,,,,0,,,
693,lem (fertile),2,1.5,kada,.375,0,,,,0,,,
693,lem-teuf,1,.5,kada,.125,0,,,,0,,,
693,teuf(infertile),2,1.25,kada,.3125,0,,,,3,2.5,kada,.625
694,lem (fertile),3,4.25,kada,1.0625,0,,,,0,,,
694,lem-teuf,1,1,kada,.25,0,,,,1,2,kada,.5
694,teuf(infertile),0,,,,0,,,,1,1.25,kada,.3125
695,lem (fertile),0,,,,0,,,,1,1,kada,.25
695,lem-teuf,1,1,kada,.25,0,,,,1,1,kada,.25
695,teuf(infertile),0,,,,0,,,,1,1,kada,.25
696,lem (fertile),0,,,,0,,,,0,,,
696,lem-teuf,2,2.5,kada,.625,0,,,,1,1,kada,.25
696,teuf(infertile),0,,,,0,,,,1,2,kada,.5
697,lem (fertile),1,.5,timad,.125,0,,,,0,,,
697,lem-teuf,0,,,,0,,,,0,,,
697,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
698,lem (fertile),2,2,kada,.5,0,,,,0,,,
698,lem-teuf,2,2,kada,.5,0,,,,0,,,
698,teuf(infertile),0,,,,0,,,,0,,,
699,lem (fertile),3,3,kada,.75,0,,,,2,2,kada,.5
699,lem-teuf,0,,,,0,,,,0,,,
699,teuf(infertile),0,,,,0,,,,0,,,
700,lem (fertile),1,2,kada,.5,0,,,,0,,,
700,lem-teuf,1,1,kada,.25,0,,,,0,,,
700,teuf(infertile),0,,,,0,,,,1,1,kada,.25
701,lem (fertile),2,1,kada,.25,0,,,,3,3,kada,.75
701,lem-teuf,0,,,,0,,,,1,1,kada,.25
701,teuf(infertile),0,,,,0,,,,0,,,
702,lem (fertile),1,1,kada,.25,0,,,,0,,,
702,lem-teuf,0,,,,0,,,,0,,,
702,teuf(infertile),3,3,kada,.75,0,,,,2,3,kada,.75
703,lem (fertile),2,2,kada,.5,0,,,,0,,,
703,lem-teuf,0,,,,0,,,,0,,,
703,teuf(infertile),2,2,kada,.5,0,,,,0,,,
704,lem (fertile),3,4,kada,1,0,,,,1,1,kada,.25
704,lem-teuf,0,,,,0,,,,0,,,
704,teuf(infertile),1,1,kada,.25,0,,,,0,,,
705,lem (fertile),2,2,kada,.5,0,,,,0,,,
705,lem-teuf,1,1,kada,.25,0,,,,0,,,
705,teuf(infertile),0,,,,0,,,,1,1,kada,.25
706,lem (fertile),1,.5,kada,.125,0,,,,1,.25,kada,.0625
706,lem-teuf,2,3.25,kada,.8125,0,,,,1,2.25,kada,.5625
706,teuf(infertile),3,2,kada,.5,0,,,,1,3.25,kada,.8125
707,lem (fertile),0,,,,0,,,,0,,,
707,lem-teuf,2,3.75,kada,.9375,0,,,,0,,,
707,teuf(infertile),2,1.75,kada,.4375,0,,,,0,,,
708,lem (fertile),3,4,kada,1,0,,,,0,,,
708,lem-teuf,1,.5,kada,.125,0,,,,0,,,
708,teuf(infertile),2,1.25,kada,.3125,0,,,,0,,,
709,lem (fertile),1,.5,kada,.125,0,,,,0,,,
709,lem-teuf,2,1.25,kada,.3125,0,,,,0,,,
709,teuf(infertile),1,3,kada,.75,0,,,,0,,,
710,lem (fertile),3,1.75,kada,.4375,0,,,,1,.25,kada,.0625
710,lem-teuf,3,2,kada,.5,0,,,,0,,,
710,teuf(infertile),1,1,kada,.25,0,,,,0,,,
711,lem (fertile),3,1.5,kada,.375,0,,,,0,,,
711,lem-teuf,4,2.25,kada,.5625,0,,,,0,,,
711,teuf(infertile),1,.5,kada,.125,0,,,,0,,,
712,lem (fertile),3,3,kada,.75,0,,,,1,1,kada,.25
712,lem-teuf,0,,,,0,,,,1,1,kada,.25
712,teuf(infertile),0,,,,0,,,,0,,,
713,lem (fertile),2,1,kada,.25,0,,,,3,3,kada,.75
713,lem-teuf,0,,,,0,,,,0,,,
713,teuf(infertile),0,,,,0,,,,0,,,
714,lem (fertile),4,2.75,kada,.6875,0,,,,1,1,kada,.25
714,lem-teuf,1,1,kada,.25,0,,,,0,,,
714,teuf(infertile),0,,,,0,,,,1,.5,kada,.125
715,lem (fertile),0,,,,0,,,,0,,,
715,lem-teuf,3,3,kada,.75,0,,,,2,3,kada,.75
715,teuf(infertile),0,,,,0,,,,0,,,
716,lem (fertile),1,.5,kada,.125,0,,,,0,,,
716,lem-teuf,2,1.75,kada,.4375,0,,,,0,,,
716,teuf(infertile),2,1.25,kada,.3125,0,,,,0,,,
717,lem (fertile),0,,,,0,,,,0,,,
717,lem-teuf,4,4.75,kada,1.1875,0,,,,0,,,
717,teuf(infertile),0,,,,0,,,,0,,,
718,lem (fertile),3,5,kada,1.25,0,,,,0,,,
718,lem-teuf,0,,,,0,,,,1,1,kada,.25
718,teuf(infertile),0,,,,0,,,,0,,,
719,lem (fertile),1,.25,kada,.0625,0,,,,0,,,
719,lem-teuf,2,2.25,kada,.5625,0,,,,0,,,
719,teuf(infertile),4,3.5,kada,.875,0,,,,0,,,
720,lem (fertile),1,.5,kada,.125,0,,,,1,1,kada,.25
720,lem-teuf,0,,,,0,,,,0,,,
720,teuf(infertile),2,2.5,kada,.625,0,,,,0,,,
721,lem (fertile),0,,,,0,,,,1,1.5,kada,.375
721,lem-teuf,4,4,kada,1,0,,,,0,,,
721,teuf(infertile),0,,,,0,,,,2,3,kada,.75
722,lem (fertile),1,.25,kada,.0625,0,,,,0,,,
722,lem-teuf,1,1,kada,.25,0,,,,0,,,
722,teuf(infertile),3,2.25,kada,.5625,0,,,,1,.25,kada,.0625
723,lem (fertile),1,.25,kada,.0625,0,,,,0,,,
723,lem-teuf,4,3.75,kada,.9375,0,,,,1,1,kada,.25
723,teuf(infertile),2,.5,kada,.125,0,,,,1,.75,kada,.1875
724,lem (fertile),0,,,,0,,,,1,1,kada,.25
724,lem-teuf,2,2.25,kada,.5625,0,,,,1,.75,kada,.1875
724,teuf(infertile),1,3,kada,.75,0,,,,1,1,kada,.25
725,lem (fertile),2,1,kada,.25,0,,,,0,,,
725,lem-teuf,0,,,,0,,,,0,,,
725,teuf(infertile),3,3.5,kada,.875,0,,,,1,1,kada,.25
726,lem (fertile),2,3.5,kada,.875,0,,,,3,2.25,kada,.5625
726,lem-teuf,0,,,,0,,,,1,1.5,kada,.375
726,teuf(infertile),0,,,,0,,,,0,,,
727,lem (fertile),1,1,kada,.25,0,,,,0,,,
727,lem-teuf,3,2.5,kada,.625,0,,,,0,,,
727,teuf(infertile),1,1.5,kada,.375,0,,,,0,,,
728,lem (fertile),1,1,kada,.25,0,,,,1,.5,kada,.125
728,lem-teuf,5,6.5,kada,1.625,0,,,,0,,,
728,teuf(infertile),0,,,,0,,,,0,,,
729,lem (fertile),4,4.5,kada,1.125,0,,,,0,,,
729,lem-teuf,0,,,,0,,,,0,,,
729,teuf(infertile),0,,,,0,,,,0,,,
730,lem (fertile),1,1,kada,.25,0,,,,2,2,kada,.5
730,lem-teuf,1,1,kada,.25,0,,,,1,1,kada,.25
730,teuf(infertile),0,,,,0,,,,0,,,
731,lem (fertile),0,,,,0,,,,0,,,
731,lem-teuf,5,5,kada,1.25,0,,,,0,,,
731,teuf(infertile),0,,,,0,,,,0,,,
732,lem (fertile),2,2,kada,.5,0,,,,1,.5,kada,.125
732,lem-teuf,2,1.5,kada,.375,0,,,,0,,,
732,teuf(infertile),0,,,,0,,,,0,,,
733,lem (fertile),2,3.25,kada,.8125,0,,,,0,,,
733,lem-teuf,0,,,,0,,,,0,,,
733,teuf(infertile),0,,,,0,,,,0,,,
734,lem (fertile),0,,,,0,,,,0,,,
734,lem-teuf,3,2.5,kada,.625,0,,,,2,2,kada,.5
734,teuf(infertile),2,2,kada,.5,0,,,,0,,,
735,lem (fertile),2,2,kada,.5,0,,,,0,,,
735,lem-teuf,3,3,kada,.75,0,,,,3,5.5,kada,1.375
735,teuf(infertile),0,,,,0,,,,0,,,
736,lem (fertile),1,1,kada,.25,0,,,,1,1,kada,.25
736,lem-teuf,2,1.5,kada,.375,0,,,,1,1,kada,.25
736,teuf(infertile),1,.5,kada,.125,0,,,,0,,,
737,lem (fertile),1,1,kada,.25,0,,,,1,1,kada,.25
737,lem-teuf,1,2,kada,.5,0,,,,1,1,kada,.25
737,teuf(infertile),0,,,,0,,,,0,,,
738,lem (fertile),1,1,kada,.25,0,,,,0,,,
738,lem-teuf,3,6,kada,1.5,0,,,,0,,,
738,teuf(infertile),0,,,,0,,,,0,,,
739,lem (fertile),2,2,kada,.5,0,,,,0,,,
739,lem-teuf,2,2.5,kada,.625,0,,,,1,1.5,kada,.375
739,teuf(infertile),2,2,kada,.5,0,,,,0,,,
740,lem (fertile),2,3,kada,.75,0,,,,4,4,kada,1
740,lem-teuf,1,1,kada,.25,0,,,,0,,,
740,teuf(infertile),1,1,kada,.25,0,,,,0,,,
